ChargingEvent,CPID,StartDate,StartTime,EndDate,EndTime,Energy,PluginDuration
2423687,AN23107,2017-07-03,09:00:50,2017-07-08,15:24:32,3.2,126.395
13799199,AN10138,2017-07-03,14:49:00,2017-07-04,13:37:00,9.3,22.8
13800946,AN08271,2017-07-03,16:42:00,2017-07-04,08:08:00,5.2,15.433333333333334
13802433,AN14773,2017-07-03,17:56:00,2017-07-03,18:30:00,2.4,0.5666666666666667
13804548,AN09919,2017-07-03,19:25:00,2017-07-04,08:00:00,5.1,12.583333333333334
13801371,AN12140,2017-07-03,17:11:00,2017-07-03,17:35:00,1.3,0.4
13804540,AN05691,2017-07-03,19:25:00,2017-07-04,05:53:00,9.4,10.466666666666667
13804525,AN05331,2017-07-03,19:24:00,2017-07-04,06:49:00,9.4,11.416666666666666
13808838,AN08559,2017-07-03,20:58:00,2017-07-04,09:05:00,5.9,12.116666666666667
2424119,AN24487,2017-07-03,12:39:25,2017-07-03,13:31:23,2.4,0.8661111111111112
13802294,AN03490,2017-07-03,17:50:00,2017-07-04,07:32:00,6.9,13.7
13800605,AN03784,2017-07-03,16:31:00,2017-07-03,18:18:00,11.4,1.7833333333333334
13790499,AN03624,2017-07-02,15:12:00,2017-07-02,20:01:00,7.9,4.816666666666666
13786680,AN02958,2017-07-02,11:57:00,2017-07-02,16:03:00,2.4,4.1
13778641,AN02915,2017-07-02,00:13:00,2017-07-02,09:25:00,4.9,9.2
13789235,AN02116,2017-07-02,18:33:00,2017-07-03,08:47:00,14.1,14.233333333333333
13785631,AN02916,2017-07-02,15:00:00,2017-07-02,15:34:00,1.9,0.5666666666666667
13782448,AN06454,2017-07-02,10:45:00,2017-07-02,13:47:00,9,3.033333333333333
13782684,AN00093,2017-07-02,03:43:00,2017-07-03,01:53:00,3.6,22.166666666666668
2422667,AN21799,2017-07-02,18:44:37,2017-07-03,06:35:29,12.2,11.847777777777777
13789073,AN16967,2017-07-02,18:26:00,2017-07-03,08:33:00,1.4,14.116666666666667
13796149,AN06180,2017-07-02,18:02:00,2017-07-03,09:24:00,3.8,15.366666666666667
13788626,AN03661,2017-07-02,17:58:00,2017-07-03,07:57:00,9.8,13.983333333333333
13790645,AN17181,2017-07-02,20:23:00,2017-07-02,23:15:00,20.6,2.8666666666666667
2422470,AN23631,2017-07-02,17:39:31,2017-07-03,06:50:04,6.6,13.175833333333333
13781018,AN16046,2017-07-02,09:15:00,2017-07-02,13:58:00,3.8,4.716666666666667
13788300,AN12246,2017-07-02,17:38:00,2017-07-03,07:21:00,9.2,13.716666666666667
13782156,AN11068,2017-07-02,11:03:00,2017-07-02,13:18:00,1.7,2.25
13781775,AN03126,2017-07-02,10:23:00,2017-07-02,14:09:00,3.7,3.7666666666666666
2422731,AN24387,2017-07-02,19:07:51,2017-07-03,18:38:27,1.3,23.51
13793450,AN08742,2017-07-02,22:34:00,2017-07-03,06:22:00,8.8,7.8
13787329,AN05515,2017-07-02,16:39:00,2017-07-03,12:48:00,9.6,20.15
13791383,AN10050,2017-07-02,21:14:00,2017-07-02,21:18:00,0.2,0.06666666666666667
13791450,AN16518,2017-07-02,21:13:00,2017-07-03,10:37:00,59,13.4
13787012,AN11264,2017-07-02,16:20:00,2017-07-02,18:44:00,7.6,2.4
13781928,AN06953,2017-07-02,10:43:00,2017-07-02,13:00:00,7.3,2.283333333333333
13927048,AN06487,2017-07-02,14:48:00,2017-07-02,15:52:00,4.1,1.0666666666666667
13770082,AN03874,2017-07-01,14:07:00,2017-07-01,16:45:00,6.2,2.6333333333333333
13777380,AN03570,2017-07-01,23:32:00,2017-07-02,03:15:00,11.7,3.716666666666667
13775005,AN01121,2017-07-01,19:42:00,2017-07-02,10:53:00,12.6,15.183333333333334
13777689,AN08477,2017-07-01,16:40:00,2017-07-02,11:09:00,8.7,18.483333333333334
13777905,AN06673,2017-07-01,23:48:00,2017-07-02,09:08:00,8.1,9.333333333333334
13772052,AN10943,2017-07-01,16:30:00,2017-07-01,18:30:00,3.2,2
13775311,AN06418,2017-07-01,20:07:00,2017-07-02,10:58:00,17.6,14.85
13766556,AN00937,2017-07-01,00:41:00,2017-07-01,09:42:00,22.1,9.016666666666667
13774284,AN05037,2017-07-01,18:50:00,2017-07-02,12:59:00,6.9,18.15
2420479,AN23139,2017-07-01,19:23:28,2017-07-02,09:09:29,4.7,13.766944444444444
13774399,AN01146,2017-07-01,18:59:00,2017-07-02,10:55:00,2.9,15.933333333333334
13772338,AN03300,2017-07-01,16:49:00,2017-07-02,18:34:00,11,25.75
13766566,AN05214,2017-07-01,09:42:00,2017-07-02,14:24:00,9.4,28.7
13757453,AN00254,2017-06-30,18:22:55,2017-07-01,13:34:52,8.8,19.199166666666667
13755829,AN04451,2017-06-30,15:38:05,2017-06-30,17:12:38,2.3,1.5758333333333334
13762219,AN14777,2017-06-30,23:42:25,2017-07-01,04:30:51,8.5,4.807222222222222
13761512,AN06394,2017-06-30,21:57:52,2017-07-02,05:49:55,8,31.8675
2418074,AN22347,2017-06-30,19:30:23,2017-07-01,07:47:33,3.1,12.286111111111111
13759391,AN10943,2017-06-30,19:58:00,2017-06-30,20:49:51,2.6,0.8641666666666666
2417185,AN23882,2017-06-30,15:59:28,2017-06-30,18:35:40,4.6,2.6033333333333335
2417361,AN24517,2017-06-30,16:31:56,2017-07-01,08:37:08,10.2,16.086666666666666
13756565,AN08213,2017-06-30,16:52:11,2017-06-30,17:42:25,2.1,0.8372222222222222
13758555,AN04640,2017-06-30,19:18:33,2017-07-01,10:58:28,12,15.665277777777778
2416982,AN24009,2017-06-30,15:10:58,2017-07-01,07:54:20,6.7,16.72277777777778
2414252,AN24451,2017-06-29,16:44:39,2017-06-29,21:03:40,6.2,4.316944444444444
2413839,AN23856,2017-06-29,15:06:53,2017-06-30,08:03:26,7.8,16.9425
13740575,AN02960,2017-06-29,18:50:26,2017-06-30,07:18:25,9.8,12.466388888888888
13736437,AN08344,2017-06-29,16:29:24,2017-06-29,17:26:22,2.8,0.9494444444444444
2413232,AN18910,2017-06-29,10:49:30,2017-06-29,14:40:36,11.3,3.8516666666666666
13735444,AN04530,2017-06-29,15:40:36,2017-06-29,16:00:53,0.6,0.33805555555555555
13736373,AN07062,2017-06-29,16:30:00,2017-06-29,19:09:19,7.4,2.6552777777777776
13732770,AN04815,2017-06-29,11:39:53,2017-06-30,11:53:45,10.4,24.23111111111111
13737102,AN03959,2017-06-29,17:08:00,2017-06-29,21:13:30,8.7,4.091666666666667
13732675,AN01170,2017-06-29,08:38:15,2017-06-29,11:25:19,4.9,2.7844444444444445
13714322,AN04239,2017-06-28,06:50:00,2017-06-28,08:18:13,4.6,1.4702777777777778
13725400,AN01121,2017-06-28,20:23:50,2017-06-29,07:55:36,12.6,11.529444444444444
13714595,AN08344,2017-06-28,07:30:21,2017-06-28,07:57:52,1.1,0.45861111111111114
13719402,AN06259,2017-06-28,15:25:36,2017-06-28,18:50:09,10.3,3.4091666666666667
13721934,AN05217,2017-06-28,17:43:00,2017-06-29,08:06:45,9.9,14.395833333333334
13717596,AN06935,2017-06-28,12:43:00,2017-06-28,12:49:36,0.3,0.11
13724276,AN05065,2017-06-28,19:23:32,2017-06-29,12:24:57,23.8,17.023611111111112
13724926,AN01847,2017-06-28,19:50:44,2017-06-28,20:56:53,1.3,1.1025
13725461,AN04934,2017-06-28,20:27:32,2017-06-28,21:52:10,4.5,1.4105555555555556
2412073,AN23243,2017-06-28,19:54:59,2017-06-29,06:57:56,6.1,11.049166666666666
13726190,AN00863,2017-06-28,21:14:48,2017-06-30,08:19:58,9.2,35.08611111111111
2410390,AN24000,2017-06-28,11:20:28,2017-06-28,15:32:26,5.5,4.1994444444444445
2412333,AN24560,2017-06-28,21:22:59,2017-06-29,06:36:11,9.1,9.22
13720071,AN04549,2017-06-28,16:12:56,2017-06-30,07:45:40,12,39.54555555555555
13717568,AN01446,2017-06-28,13:17:33,2017-06-28,14:37:46,10.3,1.3369444444444445
2407755,AN22939,2017-06-27,12:45:50,2017-06-27,13:30:17,2.1,0.7408333333333333
13706797,AN06617,2017-06-27,18:25:16,2017-06-27,19:33:24,3.3,1.1355555555555557
13701169,AN04258,2017-06-27,12:06:00,2017-06-27,13:58:09,5.6,1.8691666666666666
13708816,AN03275,2017-06-27,20:12:53,2017-06-28,08:07:04,5.9,11.903055555555556
13702112,AN06244,2017-06-27,13:37:06,2017-06-27,16:55:50,4.5,3.312222222222222
2408426,AN24257,2017-06-27,16:56:11,2017-06-28,07:47:49,5.6,14.860555555555555
13709219,AN15958,2017-06-27,08:34:25,2017-06-27,11:20:11,8.3,2.762777777777778
13706275,AN00231,2017-06-27,18:03:47,2017-06-27,19:10:21,3.7,1.1094444444444445
13710566,AN02784,2017-06-27,22:04:00,2017-06-28,05:42:00,8.8,7.633333333333334
13703784,AN11405,2017-06-27,16:01:00,2017-06-27,18:00:11,6.6,1.986388888888889
13711945,AN00511,2017-06-27,16:42:01,2017-06-28,09:08:25,5.1,16.44
2409147,AN22459,2017-06-27,19:07:58,2017-06-28,07:00:52,49.1,11.881666666666666
13701119,AN04722,2017-06-27,12:00:35,2017-06-27,14:20:33,5.3,2.332777777777778
13697483,AN02813,2017-06-26,22:22:22,2017-06-27,06:57:44,11.3,8.589444444444444
13696342,AN06718,2017-06-26,22:17:55,2017-06-27,10:21:50,8.8,12.065277777777778
13686484,AN04677,2017-06-26,13:56:44,2017-06-26,17:38:07,14.2,3.689722222222222
13694294,AN04813,2017-06-26,21:09:40,2017-06-27,07:49:59,6.4,10.671944444444444
13694228,AN04305,2017-06-26,21:06:00,2017-06-27,08:06:35,5.5,11.009722222222223
13682239,AN02842,2017-06-26,06:45:00,2017-06-26,07:35:19,5.1,0.8386111111111111
13693041,AN06901,2017-06-26,16:31:53,2017-06-26,19:57:34,5.6,3.4280555555555554
13684668,AN13634,2017-06-26,10:54:25,2017-06-27,09:21:42,7,22.454722222222223
13668524,AN08356,2017-06-25,06:18:43,2017-06-25,07:53:19,2.5,1.5766666666666667
13670203,AN04346,2017-06-25,11:16:00,2017-06-25,14:44:27,4.8,3.4741666666666666
13670588,AN00461,2017-06-25,11:53:15,2017-06-26,07:28:48,3.6,19.5925
13667878,AN02773,2017-06-25,01:39:00,2017-06-26,04:31:17,3.9,26.871388888888887
13677950,AN06279,2017-06-25,19:58:06,2017-06-26,08:42:34,5.1,12.741111111111111
13666566,AN08232,2017-06-24,20:32:14,2017-06-25,10:25:28,17.8,13.887222222222222
13655403,AN03696,2017-06-24,00:56:29,2017-06-24,10:36:40,5.8,9.669722222222223
13659884,AN13001,2017-06-24,04:03:09,2017-06-24,06:48:35,11.8,2.757222222222222
2400496,AN23676,2017-06-24,14:10:26,2017-06-25,10:16:17,2.7,20.0975
13661956,AN03579,2017-06-24,18:07:00,2017-06-25,12:13:22,1.3,18.10611111111111
13666811,AN08530,2017-06-24,19:56:52,2017-06-25,05:49:30,7.4,9.877222222222223
2399773,AN24793,2017-06-24,09:21:47,2017-06-25,07:26:37,8.2,22.080555555555556
13659307,AN00559,2017-06-24,11:46:03,2017-06-24,15:24:02,1.5,3.6330555555555555
13655445,AN00559,2017-06-24,10:37:16,2017-06-24,11:10:47,1.3,0.5586111111111111
13641125,AN03624,2017-06-23,14:06:29,2017-06-23,14:36:29,1.5,0.5
2399051,AN23393,2017-06-23,19:46:34,2017-06-24,06:26:35,5.8,10.666944444444445
13647697,AN06821,2017-06-23,19:56:42,2017-06-24,07:41:09,5.2,11.740833333333333
13647747,AN05799,2017-06-23,20:04:00,2017-06-24,13:20:09,4.7,17.269166666666667
13650831,AN06759,2017-06-23,17:59:03,2017-06-24,08:21:11,7.5,14.36888888888889
13650306,AN06597,2017-06-23,23:24:49,2017-06-25,08:37:56,5.2,33.21861111111111
13642900,AN08332,2017-06-23,14:08:43,2017-06-23,16:13:16,5.8,2.075833333333333
13651114,AN06507,2017-06-23,18:39:33,2017-06-24,11:57:36,6.8,17.300833333333333
2397141,AN24268,2017-06-23,08:22:46,2017-06-26,06:36:58,5,70.23666666666666
13651307,AN06523,2017-06-23,18:00:46,2017-06-26,06:34:48,5.3,60.56722222222222
13648189,AN04420,2017-06-23,20:33:00,2017-06-24,18:17:27,6.7,21.740833333333335
2397750,AN22395,2017-06-23,13:25:23,2017-06-24,16:09:54,3,26.741944444444446
13643643,AN03948,2017-06-23,16:55:00,2017-06-23,18:20:32,9.3,1.4255555555555555
13630699,AN06138,2017-06-22,00:56:49,2017-06-23,05:22:57,15.5,28.435555555555556
13629039,AN03864,2017-06-22,19:34:00,2017-06-23,08:04:28,12.2,12.507777777777777
13625575,AN11651,2017-06-22,17:12:00,2017-06-23,07:05:09,2.5,13.885833333333334
13622623,AN11117,2017-06-22,13:48:00,2017-06-23,11:26:03,6.7,21.634166666666665
13619206,AN02528,2017-06-22,08:44:00,2017-06-22,10:25:42,1.7,1.695
13630417,AN02335,2017-06-22,20:40:38,2017-06-23,06:18:56,26,9.638333333333334
2396273,AN23854,2017-06-22,19:56:15,2017-06-23,07:55:31,11.4,11.987777777777778
2396643,AN24691,2017-06-22,22:38:28,2017-06-23,07:41:22,5.8,9.048333333333334
13622904,AN06243,2017-06-22,14:10:43,2017-06-23,16:15:54,13.6,26.086388888888887
2395654,AN22229,2017-06-22,17:17:56,2017-06-22,18:15:48,7,0.9644444444444444
2395872,AN23308,2017-06-22,18:10:08,2017-06-23,05:45:29,3.8,11.589166666666667
13630233,AN02279,2017-06-22,20:31:26,2017-06-23,07:25:56,11,10.908333333333333
13619656,AN03959,2017-06-22,09:13:00,2017-06-22,12:21:55,7.3,3.1486111111111112
2394437,AN18356,2017-06-22,10:02:10,2017-06-22,13:13:03,3.1,3.181388888888889
2396059,AN24560,2017-06-22,18:54:11,2017-06-23,06:37:26,7.1,11.720833333333333
13628367,AN03187,2017-06-22,18:52:00,2017-06-22,23:23:38,13.6,4.527222222222222
2395095,AN24684,2017-06-22,15:01:54,2017-06-23,07:49:12,5.5,16.788333333333334
13627153,AN02895,2017-06-22,14:40:00,2017-06-22,18:13:10,4,3.5527777777777776
2394587,AN23006,2017-06-22,11:23:29,2017-06-22,16:26:38,3.6,5.0525
13609525,AN08565,2017-06-21,18:20:59,2017-06-22,08:23:49,7.5,14.047222222222222
13603081,AN11832,2017-06-21,11:33:00,2017-06-21,17:21:29,4.9,5.808055555555556
13616483,AN08020,2017-06-21,15:42:08,2017-06-22,07:19:13,10.4,15.618055555555555
13613513,AN07945,2017-06-21,09:29:32,2017-06-22,03:20:32,11.5,17.85
13613032,AN01548,2017-06-21,21:06:00,2017-06-22,06:47:01,5,9.68361111111111
13607860,AN00644,2017-06-21,17:12:37,2017-06-22,08:41:58,8,15.489166666666666
13616005,AN06689,2017-06-21,16:23:23,2017-06-22,09:14:12,8.9,16.846944444444443
13602617,AN04464,2017-06-21,10:42:00,2017-06-21,10:57:28,0.8,0.2577777777777778
13608934,AN03674,2017-06-21,18:03:00,2017-06-22,06:53:53,9.5,12.848055555555556
13604353,AN07967,2017-06-21,13:07:25,2017-06-21,15:18:37,10,2.1866666666666665
13616222,AN08431,2017-06-21,18:14:46,2017-06-22,07:40:37,3.7,13.430833333333334
13596550,AN06740,2017-06-20,20:51:03,2017-06-21,06:57:33,8.6,10.108333333333333
13591638,AN03155,2017-06-20,19:30:47,2017-06-20,20:23:34,1.6,0.8797222222222222
13579510,AN04930,2017-06-20,06:46:57,2017-06-20,08:02:51,4.1,1.265
13596749,AN06623,2017-06-20,20:26:38,2017-06-21,07:25:58,19.4,10.988888888888889
13591700,AN04751,2017-06-20,19:44:25,2017-06-20,21:25:01,5.2,1.6766666666666667
13596324,AN08167,2017-06-20,21:41:17,2017-06-21,11:24:15,9,13.716111111111111
13590673,AN05671,2017-06-20,19:01:00,2017-06-21,07:10:10,10.5,12.152777777777779
13593122,AN03614,2017-06-20,20:47:49,2017-06-21,06:32:00,8.3,9.73638888888889
13595476,AN13215,2017-06-20,23:09:34,2017-06-21,08:42:26,14,9.547777777777778
13584788,AN04420,2017-06-20,14:05:00,2017-06-20,14:33:44,1.5,0.47888888888888886
13593980,AN03642,2017-06-20,21:38:00,2017-06-21,08:37:48,5.4,10.996666666666666
13592962,AN01868,2017-06-20,20:42:29,2017-06-20,23:25:17,18.9,2.7133333333333334
13592204,AN01624,2017-06-20,17:56:34,2017-06-20,20:07:28,9.5,2.1816666666666666
13573187,AN03344,2017-06-19,11:36:53,2017-06-20,08:28:00,3.5,20.851944444444445
13566319,AN04854,2017-06-19,13:33:33,2017-06-19,19:48:32,3.9,6.249722222222222
13564253,AN03864,2017-06-19,10:19:00,2017-06-19,16:07:48,5.8,5.8133333333333335
2385412,AN18014,2017-06-19,02:11:38,2017-06-19,06:15:48,10.6,4.069444444444445
2387476,AN18206,2017-06-19,18:21:11,2017-06-20,07:46:10,14,13.41638888888889
13572032,AN08555,2017-06-19,18:41:24,2017-06-20,08:04:32,8.3,13.385555555555555
13563186,AN14099,2017-06-19,08:53:32,2017-06-19,11:23:07,9.2,2.4930555555555554
13568523,AN08166,2017-06-19,16:20:36,2017-06-20,07:26:15,8,15.094166666666666
13570034,AN15180,2017-06-19,17:35:31,2017-06-19,19:28:11,10.1,1.8777777777777778
2387226,AN25215,2017-06-19,17:26:17,2017-06-19,18:16:41,2.3,0.84
13566870,AN13924,2017-06-19,14:19:57,2017-06-19,15:04:58,4.2,0.7502777777777778
13574383,AN12987,2017-06-19,20:37:23,2017-06-20,08:08:54,4.8,11.525277777777777
2386930,AN18094,2017-06-19,16:29:03,2017-06-20,09:56:18,12.9,17.454166666666666
2386974,AN22589,2017-06-19,16:21:01,2017-06-20,07:06:23,6.7,14.75611111111111
2387030,AN18367,2017-06-19,16:51:17,2017-06-20,06:58:27,16.5,14.119444444444444
2385708,AN18356,2017-06-19,07:48:29,2017-06-19,09:57:36,3.8,2.1519444444444447
13549439,AN05510,2017-06-18,10:03:00,2017-06-18,21:43:21,12.6,11.6725
13560804,AN05258,2017-06-18,18:53:26,2017-06-19,07:59:16,17.8,13.097222222222221
13560423,AN02116,2017-06-18,20:33:28,2017-06-19,08:08:26,13.5,11.582777777777778
13553587,AN08605,2017-06-18,15:10:02,2017-06-18,19:01:08,3.8,3.8516666666666666
13558040,AN11625,2017-06-18,20:07:00,2017-06-19,06:45:00,15.1,10.633333333333333
13555275,AN01756,2017-06-18,17:08:00,2017-06-18,18:50:25,5.3,1.7069444444444444
13559418,AN14243,2017-06-18,21:49:36,2017-06-19,07:12:54,19.4,9.388333333333334
13542304,AN05112,2017-06-17,18:12:29,2017-06-17,19:00:40,1.8,0.8030555555555555
13541437,AN10998,2017-06-17,17:15:00,2017-06-18,10:21:13,1.7,17.10361111111111
2382427,AN21779,2017-06-17,16:23:31,2017-06-18,06:45:45,6.8,14.370555555555555
13545103,AN06938,2017-06-17,20:21:00,2017-06-17,21:35:22,4.1,1.2394444444444443
13535037,AN08468,2017-06-17,08:07:46,2017-06-17,10:20:01,7.2,2.2041666666666666
13532399,AN00387,2017-06-17,00:20:45,2017-06-17,10:56:02,11.6,10.588055555555556
13545402,AN13417,2017-06-17,22:28:54,2017-06-18,04:45:06,19.6,6.27
13541512,AN00427,2017-06-17,13:21:44,2017-06-17,16:50:04,11.3,3.4722222222222223
13537405,AN13371,2017-06-17,01:03:16,2017-06-17,19:42:13,2.4,18.649166666666666
13531701,AN00670,2017-06-16,23:13:14,2017-06-18,08:39:52,5.6,33.443888888888885
2380491,AN24895,2017-06-16,18:53:29,2017-06-17,08:30:04,5.6,13.609722222222222
13525601,AN00230,2017-06-16,15:16:57,2017-06-16,17:40:16,5.5,2.388611111111111
2380047,AN24913,2017-06-16,16:30:09,2017-06-16,17:07:15,1.8,0.6183333333333333
13529715,AN06357,2017-06-16,21:26:00,2017-06-17,09:49:29,8,12.391388888888889
2379822,AN25044,2017-06-16,16:06:00,2017-06-16,20:07:56,2.9,4.032222222222222
13523962,AN01074,2017-06-16,16:23:18,2017-06-16,22:21:23,11,5.968055555555556
13525872,AN14233,2017-06-16,17:51:05,2017-06-16,18:11:28,1.4,0.3397222222222222
13518349,AN06417,2017-06-16,08:26:07,2017-06-16,10:07:12,4.3,1.6847222222222222
13502970,AN04200,2017-06-15,08:54:16,2017-06-15,09:36:58,2.2,0.7116666666666667
13513016,AN08232,2017-06-15,21:09:51,2017-06-16,08:03:45,9.6,10.898333333333333
13515176,AN00862,2017-06-15,14:11:13,2017-06-16,07:31:38,8.4,17.34027777777778
13515253,AN03696,2017-06-15,17:52:40,2017-06-17,09:07:54,28.3,39.25388888888889
2376803,AN23574,2017-06-15,15:06:54,2017-06-16,09:39:37,0.8,18.545277777777777
13501750,AN06699,2017-06-15,07:09:43,2017-06-15,07:49:30,1.9,0.6630555555555555
2378099,AN24193,2017-06-15,21:09:39,2017-06-16,06:33:58,12.8,9.405277777777778
13502032,AN00662,2017-06-15,01:05:51,2017-06-15,07:42:45,9.4,6.615
2375841,AN24290,2017-06-15,07:05:59,2017-06-16,10:19:08,2.6,27.219166666666666
2377390,AN21689,2017-06-15,17:35:14,2017-06-17,15:51:49,9.6,46.27638888888889
2376532,AN18024,2017-06-15,13:09:04,2017-06-15,16:16:34,10.2,3.125
13505631,AN11735,2017-06-15,13:34:00,2017-06-15,15:34:31,6.3,2.008611111111111
13499315,AN08516,2017-06-14,23:04:15,2017-06-15,08:24:19,5.8,9.334444444444445
13500354,AN08581,2017-06-14,16:20:49,2017-06-15,08:13:59,2.6,15.886111111111111
13498555,AN06938,2017-06-14,21:32:00,2017-06-15,07:29:03,9,9.950833333333334
2374404,AN25002,2017-06-14,16:25:24,2017-06-15,06:28:39,4.5,14.054166666666667
13493599,AN08405,2017-06-14,16:14:23,2017-06-14,17:49:54,4.7,1.5919444444444444
13490820,AN00056,2017-06-14,15:17:15,2017-06-14,15:51:05,2.3,0.5638888888888889
13494341,AN03701,2017-06-14,18:21:38,2017-06-15,08:37:34,18.3,14.265555555555556
2372918,AN23361,2017-06-14,05:53:26,2017-06-14,08:41:23,2.1,2.799166666666667
13490726,AN04088,2017-06-14,15:11:00,2017-06-15,09:33:36,1.1,18.376666666666665
13484864,AN02074,2017-06-14,00:19:38,2017-06-14,06:48:37,3.4,6.483055555555556
13477856,AN03896,2017-06-13,18:07:00,2017-06-14,07:12:33,9,13.0925
13481615,AN00170,2017-06-13,21:11:48,2017-06-14,07:21:22,11.3,10.159444444444444
13475270,AN03514,2017-06-13,15:23:19,2017-06-14,08:15:48,5.8,16.87472222222222
13473552,AN05217,2017-06-13,13:44:00,2017-06-13,16:43:47,6.2,2.9963888888888888
13481680,AN03614,2017-06-13,21:12:51,2017-06-14,07:01:45,8.1,9.815
13481722,AN15224,2017-06-13,21:20:24,2017-06-14,07:35:02,8.4,10.24388888888889
13479594,AN04934,2017-06-13,19:20:56,2017-06-13,19:31:28,0.3,0.17555555555555555
13482524,AN02061,2017-06-13,22:10:34,2017-06-14,09:50:42,2.8,11.668888888888889
13475591,AN04957,2017-06-13,16:28:32,2017-06-14,07:49:48,2.6,15.354444444444445
13473571,AN04549,2017-06-13,13:50:30,2017-06-14,14:49:37,10.7,24.985277777777778
2367705,AN23294,2017-06-12,07:59:29,2017-06-12,17:48:32,1.5,9.8175
2368895,AN23384,2017-06-12,16:28:09,2017-06-13,06:01:08,4.8,13.549722222222222
13459839,AN02606,2017-06-12,16:27:00,2017-06-12,17:29:53,3.5,1.0480555555555555
13460944,AN02229,2017-06-12,17:28:38,2017-06-13,08:18:44,11,14.835
13457134,AN06699,2017-06-12,12:11:10,2017-06-12,14:15:24,6,2.0705555555555555
2369446,AN24671,2017-06-12,18:22:08,2017-06-12,23:07:28,4.1,4.7555555555555555
13467623,AN00835,2017-06-12,20:51:40,2017-06-13,08:08:08,7.8,11.274444444444445
2368856,AN21698,2017-06-12,16:21:56,2017-06-13,18:06:51,4.1,25.74861111111111
2367268,AN24451,2017-06-11,21:45:34,2017-06-12,09:02:24,6.3,11.280555555555555
13450943,AN13312,2017-06-11,20:30:27,2017-06-12,08:00:35,6.5,11.502222222222223
13452706,AN06636,2017-06-11,17:56:57,2017-06-12,07:21:51,8.4,13.415
13449632,AN04611,2017-06-11,18:47:50,2017-06-11,19:00:55,0.9,0.21805555555555556
13447864,AN01817,2017-06-11,16:11:00,2017-06-12,09:26:28,9.2,17.25777777777778
13459717,AN00159,2017-06-11,23:19:17,2017-06-12,08:29:52,11.5,9.176388888888889
2365532,AN23139,2017-06-11,09:48:54,2017-06-12,07:42:53,16.2,21.899722222222223
13442883,AN03058,2017-06-11,11:07:00,2017-06-11,13:46:13,6,2.653611111111111
2366853,AN24487,2017-06-11,18:21:00,2017-06-11,19:30:36,3.1,1.16
13448822,AN03951,2017-06-11,18:00:00,2017-06-12,08:08:37,6,14.143611111111111
13440319,AN14243,2017-06-11,01:41:06,2017-06-11,11:39:21,23.1,9.970833333333333
13430157,AN00218,2017-06-10,12:07:14,2017-06-10,13:02:54,2.9,0.9277777777777778
13439436,AN01256,2017-06-10,22:45:17,2017-06-11,10:24:46,3.1,11.658055555555556
13431168,AN02867,2017-06-10,14:12:00,2017-06-10,15:06:35,3.1,0.9097222222222222
2363816,AN24578,2017-06-10,12:50:10,2017-06-10,13:15:33,1.1,0.4230555555555556
13430441,AN06251,2017-06-10,13:26:30,2017-06-10,14:58:25,5.3,1.5319444444444446
13432261,AN06336,2017-06-10,15:24:06,2017-06-10,17:50:57,6.4,2.4475
13431505,AN06959,2017-06-10,14:34:00,2017-06-10,18:58:12,9.5,4.403333333333333
2364382,AN24035,2017-06-10,16:14:54,2017-06-10,17:14:54,4.5,1
2364089,AN22177,2017-06-10,14:42:27,2017-06-10,15:47:59,3.3,1.0922222222222222
13434011,AN00951,2017-06-10,17:16:54,2017-06-11,18:58:00,4.2,25.685
13433577,AN14893,2017-06-10,16:56:38,2017-06-11,10:32:57,4.6,17.60527777777778
2363584,AN24268,2017-06-10,11:20:00,2017-06-11,08:18:42,8.6,20.97833333333333
2362622,AN22353,2017-06-09,20:05:11,2017-06-10,12:21:52,20.5,16.278055555555557
13408302,AN03655,2017-06-09,07:31:00,2017-06-09,12:03:35,3.4,4.543055555555555
13413748,AN04747,2017-06-09,15:10:28,2017-06-09,16:04:28,3.6,0.9
13414632,AN06603,2017-06-09,16:02:55,2017-06-09,19:02:28,9.8,2.9925
13422503,AN06422,2017-06-09,22:47:58,2017-06-10,09:11:52,10.5,10.398333333333333
13413332,AN13305,2017-06-09,14:38:18,2017-06-09,16:22:44,8.2,1.7405555555555556
13417208,AN15986,2017-06-09,05:35:28,2017-06-09,08:13:26,10,2.6327777777777777
13414010,AN10982,2017-06-09,15:26:00,2017-06-09,21:39:24,1.7,6.223333333333334
13410162,AN08487,2017-06-09,09:46:49,2017-06-09,13:42:50,3.1,3.933611111111111
13420793,AN08530,2017-06-09,20:43:53,2017-06-10,07:56:23,8.5,11.208333333333334
13417510,AN04762,2017-06-09,18:18:45,2017-06-09,18:59:50,3.2,0.6847222222222222
2361321,AN23361,2017-06-09,14:08:51,2017-06-09,14:25:19,0.8,0.27444444444444444
2360911,AN24009,2017-06-09,11:08:10,2017-06-09,13:06:04,4,1.965
13412555,AN15211,2017-06-09,13:32:52,2017-06-10,08:50:44,11.8,19.297777777777778
13418718,AN03440,2017-06-09,19:04:34,2017-06-10,08:43:52,3.1,13.655
13398715,AN04526,2017-06-08,18:22:21,2017-06-09,08:18:59,8.8,13.943888888888889
2358632,AN23999,2017-06-08,15:13:22,2017-06-08,15:48:37,1.6,0.5875
13398063,AN06511,2017-06-08,16:19:20,2017-06-08,17:50:18,4,1.5161111111111112
13468197,AN08020,2017-06-08,18:39:48,2017-06-09,07:29:31,8.7,12.828611111111112
